question_id,producer,method,faithfulness,accuracy,completeness,clarity,safety_flag,weighted,reason,judge_model,prompt_tokens,completion_tokens,cost_usd,ts
sgh-faq-004-q016,prompt-gpt,prompting,3,3,2,4,False,2.9,"The answer omits Premium Suites entirely and misstates the general/semi-private ward rule as needing special approval rather than being simply not permitted (except paediatric parents), and adds an unsupported 'contact hospital administration for guidance' suggestion not in the document.",claude-sonnet-5,3771,133,0.006654,2026-07-14T19:00:31+00:00
sgh-ph-001-q008,prompt-qwen3.5-9b,prompting,1,1,2,4,True,1.5,"The document states the Satellite Pharmacy is on Level 4 adjacent to Surgical Wards and open 6:00 am to 10:00 pm daily, but the answer invents a Ground Floor location, different hours, and a closed Sunday claim not supported by the source, risking a patient being unable to find or access the pharmacy.",claude-sonnet-5,3117,155,0.005838,2026-07-14T19:00:31+00:00
sgh-ip-001-q026,prompt-gpt,prompting,4,4,4,5,False,4.1,"The document confirms settlement of outstanding balance is required before the discharge letter is released, which the answer correctly states, though the suggestion to 'contact the billing department' is unsupported elaboration not found in the document.",claude-sonnet-5,3154,115,0.0055935,2026-07-14T19:00:31+00:00
sgh-faq-005-q015,prompt-gpt,prompting,2,1,3,5,False,2.2,"The document states home collection hours are 6:00 am to 10:00 am (not 6:00 AM to 6:00 PM) and booking is via phone at 0112-456-770 at least one day prior, not via website/app as claimed, so the answer contradicts the source's checkable specifics.",claude-sonnet-5,3729,143,0.006666,2026-07-14T19:00:31+00:00
sgh-su-001-q049,ft-local-large,finetuned,1,1,1,1,False,1.0,"The document states that ward accommodation, pre-operative investigations, post-operative medication, and physiotherapy are billed separately, but the answer is an incoherent, repetitive list of unrelated specialty exclusions that does not reflect this at all.",claude-sonnet-5,3699,126,0.0064935,2026-07-14T19:00:31+00:00
sgh-pi-001-q010,ft-local-large,finetuned,1,1,2,4,False,1.5,"The document states feedback forms are at all lift lobbies (not reception), returned to feedback boxes or emailed to feedback@serendibhospital.lk, and handled by a Duty Manager accessible 24 hours at the main information desk—not a 'Patient Relations Officer' on 8:00 AM–4:30 PM hours, which is entirely fabricated.",claude-sonnet-5,3067,166,0.0058455,2026-07-14T19:00:31+00:00
sgh-faq-005-q014,prompt-llama3.1-8b,prompting,3,3,4,5,False,3.4,"The core claim that a referral is required for CT, MRI, and ultrasound matches the document, but the added details about inpatient doctor's orders being sufficient and consulting Outpatient Services are not supported by the source document.",claude-sonnet-5,3723,117,0.006462,2026-07-14T19:00:31+00:00
sgh-faq-005-q003,ft-llama3.1-8b,finetuned,1,1,2,5,False,1.6,"The document states home collection is for blood and urine tests in the Colombo District with a home visit fee, and does not mention COVID-19, diabetes, lipid profiles, or a 'collection kit' fee, so the answer invents unsupported specifics.",claude-sonnet-5,3568,131,0.0063345,2026-07-14T19:00:31+00:00
sgh-su-001-q016,prompt-qwen3.5-9b,prompting,1,1,3,5,False,1.8,"The document states the typical stay for Total Thyroidectomy is 2 to 3 days, but the answer fabricates '24 to 48 hours' and invents unsupported discharge criteria not found in the source.",claude-sonnet-5,3387,118,0.0059655,2026-07-14T19:00:31+00:00
sgh-faq-005-q017,prompt-gemini,prompting,2,2,3,5,False,2.5,"The document only requires disclosure of implanted metallic devices (e.g., pacemakers, cochlear implants, surgical clips) and removal of metallic items/jewellery; it says nothing about defibrillators, loop recorders, joint replacements, insulin pumps, shrapnel history, welding history, pregnancy/breastfeeding, kidney disease, tattoos, or claustrophobia, all of which are invented additions not supported by the source.",claude-sonnet-5,4044,193,0.0075135,2026-07-14T19:00:31+00:00
sgh-fin-001-q014,ft-local-small,finetuned,1,1,2,3,False,1.4,"The document states cash (LKR) is accepted at all cashier desks with no additional notes, but the answer invents unsupported details about 'bank branches' and 'payment terminals in the lobby' that do not appear in the source.",claude-sonnet-5,3494,122,0.006156,2026-07-14T19:00:31+00:00
sgh-ip-001-q005,prompt-gemini,prompting,1,1,2,3,False,1.4,"The document states a max of two visitors in General Wards and three in Private Rooms/Suites with no specified visiting hours, no ICU visitor rules, and no bystander pass system, whereas the candidate fabricates visiting hours, ICU visitor limits, and a bystander pass process not found in the source.",claude-sonnet-5,3453,149,0.006297,2026-07-14T19:00:31+00:00
sgh-er-001-q016,ft-local-medium,finetuned,2,2,3,5,False,2.5,"The document confirms a dedicated paediatric bay staffed by a paediatric registrar, but nothing about play equipment, toys, or being 'child-friendly' in that sense is mentioned; these details are invented and thus unsupported.",claude-sonnet-5,3121,123,0.005604,2026-07-14T19:00:31+00:00
sgh-pi-001-q032,ft-llama3.1-8b,finetuned,2,1,3,5,False,2.2,"The document confirms 24 hours' notice, but the specific claim of contacting the 'Patient Services Manager at extension 1200' is fabricated—the document only mentions Patient Services generally, with extension 1100 given elsewhere for a different purpose (second opinions).",claude-sonnet-5,3036,136,0.005574,2026-07-14T19:00:31+00:00
sgh-opd-001-q036,prompt-gpt,prompting,1,1,3,5,True,1.8,"The document states Paediatrics runs Mon to Sun, 8:00 am to 6:00 pm, but the answer wrongly claims Mon-Sat 8:00 AM-5:00 PM and Sunday closed, contradicting the source and potentially causing a patient to be wrongly told the service is unavailable on Sunday.",claude-sonnet-5,3338,160,0.006207,2026-07-14T19:00:31+00:00
sgh-faq-002-q017,ft-llama3.1-8b,finetuned,1,1,5,5,False,2.2,"The document states the confirmation SMS is sent within 15 minutes of booking, but the answer incorrectly states five minutes.",claude-sonnet-5,3454,88,0.005841,2026-07-14T19:00:31+00:00
sgh-faq-006-q010,prompt-qwen3.5-9b,prompting,1,1,2,4,False,1.5,"The document specifies raising billing queries at the Billing Desk (Block B, Ground Floor), review by a senior billing officer with same-day or 24-hour resolution and refunds within five working days, but the answer invents unsupported steps (Finance/Administration Department, Patient Services Desk, main switchboard) not found in the source.",claude-sonnet-5,4298,154,0.007602,2026-07-14T19:00:31+00:00
sgh-faq-004-q007,ft-llama3.1-8b,finetuned,2,2,3,5,False,2.5,"The document says the consultant discusses diagnosis, treatment, risks/benefits, and outcomes in an understandable language and that patients may 'request' written summaries, but the answer invents specifics such as discussion occurring 'before any procedure,' a written summary automatically 'provided at the end of the visit,' and a 'second consultation' requirement, none of which are stated in the source.",claude-sonnet-5,3720,173,0.0068775,2026-07-14T19:00:31+00:00
sgh-ip-001-q013,prompt-gemini,prompting,1,1,3,4,False,1.7,"The document lists Premium Suite inclusions as attached bathroom with bathtub, kitchenette, sofa bed, premium meal menu, complimentary Wi-Fi, and dedicated ward nurse, but the answer invents unsupported details like private parking, guest relations officer, complimentary meal for companion, electronic safe specifics, kettle with teas, and smart TV with cable channels not mentioned in the source.",claude-sonnet-5,3539,185,0.006696,2026-07-14T19:00:31+00:00
sgh-opd-001-q065,prompt-gemini,prompting,2,2,3,5,False,2.5,"The document says the mandatory registration document is 'National Identity Card or Passport', but the answer omits the Passport option and invents an unsupported claim about a Birth Certificate for children, which is not mentioned anywhere in the source.",claude-sonnet-5,3299,121,0.005856,2026-07-14T19:00:31+00:00
sgh-faq-005-q003,prompt-gpt,prompting,2,2,3,5,False,2.5,"The document specifies home collection is available only within Colombo District, Monday–Saturday 6am–10am, via a specific phone number (0112-456-770) with one-day advance booking and an applicable fee, none of which the answer states correctly; instead it vaguely suggests calling the 'main line or website' and omits days/times, the phone number, and the fee, while adding unsupported details like 'trained phlebotomist' and 'selected surrounding areas.'",claude-sonnet-5,3631,194,0.0069015,2026-07-14T19:00:31+00:00
sgh-pi-001-q001,ft-llama3.1-8b,finetuned,1,1,3,5,False,1.8,"The document states a 420-bed multi-specialty hospital in Narahenpita, Colombo 05, with ISO 9001:2015 certification and Sri Lanka Medical Council registration, but the answer wrongly states 450 beds, 'tertiary care', vague location, and invents JCI accreditation while omitting ISO certification.",claude-sonnet-5,3073,157,0.005787,2026-07-14T19:00:31+00:00
sgh-lab-001-q006,ft-local-large,finetuned,1,1,3,5,False,1.8,"The document states Hormone Profile turnaround is 4 to 6 hours, but the answer says 24 to 48 hours, directly contradicting the source.",claude-sonnet-5,3186,97,0.0055065,2026-07-14T19:00:31+00:00
sgh-opd-001-q012,rag-gpt,rag,5,3,1,5,False,3.6,"The document clearly lists Orthopaedics OPD hours as Mon to Sat, 8:00 am to 4:00 pm, but the candidate incorrectly claims this information is not available, resulting in an unanswered question despite no fabricated claims.",claude-sonnet-5,3269,133,0.005901,2026-07-14T19:00:31+00:00
sgh-fin-001-q030,rag-gpt,rag,5,5,5,5,False,5.0,"The document states patients not covered by direct-billing insurers must settle directly and submit an independent reimbursement claim, with the hospital providing itemised bill, investigation reports, consultant letters, and discharge summary — the answer accurately reflects this.",claude-sonnet-5,3511,127,0.006219,2026-07-14T19:00:31+00:00
sgh-faq-002-q017,rag-gpt,rag,5,5,5,5,False,5.0,"The document explicitly states 'A confirmation SMS is sent within 15 minutes of any online or telephone booking,' which the answer quotes verbatim and completely.",claude-sonnet-5,3471,105,0.005994,2026-07-14T19:00:31+00:00
sgh-su-001-q054,prompt-qwen3.5-9b,prompting,3,3,5,5,False,3.6,"The core claim (bring supplements/medication list including herbal preparations to the pre-anaesthesia assessment) is supported, but the document only says to bring a 'complete list of current medications, including herbal preparations and dietary supplements' rather than requiring original packaging or bottles of supplements specifically, and the detailed lists of supplement types, interaction rationale, and disclosure instructions are invented elaborations not in the document.",claude-sonnet-5,3573,188,0.0067695,2026-07-14T19:00:31+00:00
sgh-su-001-q048,prompt-llama3.1-8b,prompting,2,2,3,5,False,2.5,"The document states costs include surgeon's fee, anaesthetist's fee, theatre charges, and standard consumables, and explicitly excludes ward accommodation, pre-operative investigations, post-operative medication, and physiotherapy, but the answer invents 'nursing care costs' and 'additional diagnostic tests' as included and omits the theatre charges terminology, contradicting the document's exclusions list.",claude-sonnet-5,3324,180,0.006336,2026-07-14T19:00:31+00:00
sgh-pi-001-q001,rag-llama3.1-8b,rag,5,5,5,5,False,5.0,"All stated facts (420-bed, Narahenpita, Colombo 05, ISO 9001:2015, Sri Lanka Medical Council registration) directly match the document's 'ABOUT' section, addressing size, location, and accreditation as asked.",claude-sonnet-5,3124,134,0.005691,2026-07-14T19:00:31+00:00
sgh-ip-001-q007,prompt-qwen3.5-9b,prompting,1,1,2,4,False,1.5,"The document specifies General Ward 4-bed includes shared bathroom, standard meals, and nursing call bell (deposit 25,000 LKR), and explicitly states Wi-Fi is not complimentary there (paid vouchers required); the answer instead invents bedside tables, wardrobes, complimentary Wi-Fi, and other unsupported details not found in the source.",claude-sonnet-5,3481,173,0.006519,2026-07-14T19:00:31+00:00
sgh-opd-001-q003,prompt-gemini,prompting,1,1,2,3,False,1.4,"The document says queue numbers are shown on screens outside consultation rooms and SMS alerts are sent when three patients remain, with no mention of a patient portal, mobile app, 24/7 hotline, phone number, in-person channelling counters in the main lobby, or a 30-minute arrival rule—the candidate invents nearly all of these specifics and even cuts off mid-sentence without covering the SMS notification feature.",claude-sonnet-5,3663,187,0.006897,2026-07-14T19:00:31+00:00
